MelSpecTime, Prediction Time
-0.2644081115722656,-0.04426908493041992
-0.2674577236175537,-0.044379472732543945
-0.2650032043457031,-0.044300079345703125
-0.2630486488342285,-0.04373478889465332
-0.2677643299102783,-0.04502367973327637
-0.26465845108032227,-0.04461669921875
-0.2657496929168701,-0.044159650802612305
-0.2658805847167969,-0.04412102699279785
-0.2636399269104004,-0.04473686218261719
-0.26517534255981445,-0.04407358169555664
-0.2623484134674072,-0.04347515106201172
-0.2697439193725586,-0.04433488845825195
-0.2695279121398926,-0.044855594635009766
-0.2712869644165039,-0.0444493293762207
-0.2711906433105469,-0.04404902458190918
-0.2700929641723633,-0.04486203193664551
-0.26654601097106934,-0.044404029846191406
-0.26621508598327637,-0.04530477523803711
-0.26256370544433594,-0.044451236724853516
-0.2655618190765381,-0.044632673263549805
-0.2662210464477539,-0.04416179656982422
-0.2653176784515381,-0.04440760612487793
-0.265655517578125,-0.044446468353271484
-0.2658531665802002,-0.044732093811035156
-0.265364408493042,-0.04481029510498047
-0.26958179473876953,-0.04493904113769531
-0.2544717788696289,-0.044899940490722656
-0.26875972747802734,-0.044608116149902344
-0.26174283027648926,-0.044617652893066406
-0.26653289794921875,-0.050443172454833984
-0.26631712913513184,-0.04333043098449707
-0.26834893226623535,-0.04248857498168945
-0.2608671188354492,-0.04317426681518555
-0.2681419849395752,-0.04359841346740723
-0.27036428451538086,-0.04372811317443848
-0.26519775390625,-0.04377174377441406
-0.26949048042297363,-0.04404187202453613
-0.26227903366088867,-0.04371809959411621
-0.27382349967956543,-0.04731130599975586
-0.27738404273986816,-0.0450139045715332
-0.27074646949768066,-0.045342206954956055
-0.2695581912994385,-0.048470258712768555
-0.2907414436340332,-0.05106520652770996
-0.2739601135253906,-0.04692244529724121
-0.2724306583404541,-0.04386639595031738
-0.26704931259155273,-0.043805837631225586
-0.2667372226715088,-0.04423022270202637
-0.2593986988067627,-0.04406285285949707
-0.2718343734741211,-0.044714927673339844
-0.26433634757995605,-0.04451179504394531
-0.2616398334503174,-0.043465375900268555
-0.26268577575683594,-0.04424881935119629
-0.26901984214782715,-0.04486346244812012
-0.2698328495025635,-0.04391288757324219
-0.2672388553619385,-0.0456545352935791
-0.2516598701477051,-0.042490482330322266
-0.2635657787322998,-0.04418230056762695
-0.26372599601745605,-0.04482626914978027
-0.2656104564666748,-0.044898033142089844
-0.26487088203430176,-0.044771671295166016
-0.2643256187438965,-0.04384016990661621
-0.2725541591644287,-0.04362201690673828
-0.26940464973449707,-0.04392433166503906
-0.2637810707092285,-0.04355883598327637
-0.2693042755126953,-0.04391622543334961
-0.26946258544921875,-0.04537320137023926
-0.2660558223724365,-0.04376959800720215
-0.2675807476043701,-0.04481863975524902
-0.26555538177490234,-0.043915510177612305
-0.25493502616882324,-0.04320216178894043
-0.25443482398986816,-0.04221510887145996
-0.26893019676208496,-0.044301509857177734
-0.26889991760253906,-0.0442202091217041
-0.2653980255126953,-0.04387474060058594
-0.2657787799835205,-0.044269561767578125
-0.2602806091308594,-0.043407440185546875
-0.26668643951416016,-0.04769754409790039
-0.27091026306152344,-0.04426074028015137
-0.2649726867675781,-0.04390454292297363
-0.2578394412994385,-0.04324603080749512
-0.26294708251953125,-0.04931187629699707
-0.26206040382385254,-0.04196310043334961
-0.26663899421691895,-0.04319405555725098
-0.2674672603607178,-0.043299198150634766
-0.2666587829589844,-0.04352712631225586
-0.2670142650604248,-0.04291963577270508
-0.2659876346588135,-0.04270672798156738
-0.26851630210876465,-0.04269599914550781
-0.2620067596435547,-0.043326377868652344
-0.2672715187072754,-0.043169498443603516
-0.2675435543060303,-0.043524980545043945
-0.2564842700958252,-0.04138922691345215
-0.2633333206176758,-0.0437464714050293
-0.265918493270874,-0.04365944862365723
-0.2617616653442383,-0.042092323303222656
-0.2684440612792969,-0.044708967208862305
-0.2715494632720947,-0.04447150230407715
-0.2679111957550049,-0.044382572174072266
-0.2564413547515869,-0.041922569274902344
-0.2638399600982666,-0.043457984924316406
-0.26120615005493164,-0.043884992599487305
-0.2681713104248047,-0.04427361488342285
-0.2623302936553955,-0.0436558723449707
-0.2662510871887207,-0.04456353187561035
-0.2656266689300537,-0.044193267822265625
-0.26447439193725586,-0.044289588928222656
-0.26844286918640137,-0.04712820053100586
-0.26485562324523926,-0.04430675506591797
-0.270857572555542,-0.04498767852783203
-0.26126861572265625,-0.043163299560546875
-0.2667965888977051,-0.04455971717834473
-0.2687079906463623,-0.044370174407958984
-0.2723500728607178,-0.04434561729431152
-0.2695760726928711,-0.0444788932800293
-0.26833510398864746,-0.04424309730529785
-0.27068471908569336,-0.044217824935913086
-0.26439785957336426,-0.04376983642578125
-0.2683985233306885,-0.04534745216369629
-0.2678713798522949,-0.04449892044067383
-0.2681145668029785,-0.04425787925720215
-0.264218807220459,-0.04443860054016113
-0.2627828121185303,-0.044675588607788086
-0.2643606662750244,-0.04401040077209473
-0.26494669914245605,-0.044095516204833984
-0.26408839225769043,-0.043936967849731445
-0.25926756858825684,-0.04346895217895508
-0.26136064529418945,-0.043527841567993164
-0.2609899044036865,-0.04197359085083008
-0.25750017166137695,-0.04357719421386719
-0.26895618438720703,-0.04403495788574219
-0.2655200958251953,-0.04445910453796387
-0.2721099853515625,-0.04943680763244629
-0.2654457092285156,-0.04244542121887207
-0.2711613178253174,-0.04320120811462402
-0.2672853469848633,-0.04461669921875
-0.26459503173828125,-0.04332923889160156
-0.26934218406677246,-0.043174028396606445
-0.2675654888153076,-0.043172597885131836
-0.26586151123046875,-0.0430910587310791
-0.25922441482543945,-0.042395830154418945
-0.2632484436035156,-0.042814016342163086
-0.26137804985046387,-0.04252123832702637
-0.26467299461364746,-0.04289531707763672
-0.2619047164916992,-0.04243898391723633
-0.2666044235229492,-0.043142080307006836
-0.263782262802124,-0.044333696365356445
-0.2658543586730957,-0.043470144271850586
-0.2672767639160156,-0.04363870620727539
-0.2610931396484375,-0.04254865646362305
-0.26529479026794434,-0.0447537899017334
-0.2682921886444092,-0.04436326026916504
-0.2621898651123047,-0.045310258865356445
-0.26241326332092285,-0.04353809356689453
-0.25865912437438965,-0.05249810218811035
-0.27160024642944336,-0.04390120506286621
-0.26677393913269043,-0.04452657699584961
-0.26879096031188965,-0.04518437385559082
-0.26447510719299316,-0.04423332214355469
-0.27004003524780273,-0.04477047920227051
-0.25450730323791504,-0.04278135299682617
-0.2610175609588623,-0.044173240661621094
-0.2651190757751465,-0.044319868087768555
-0.2657470703125,-0.044944047927856445
-0.2698822021484375,-0.044409751892089844
-0.26917576789855957,-0.04442453384399414
-0.2654404640197754,-0.045252323150634766
-0.26787519454956055,-0.04444575309753418
-0.26366162300109863,-0.04431009292602539
-0.26630091667175293,-0.04439115524291992
-0.2688784599304199,-0.044402360916137695
-0.27489209175109863,-0.04490327835083008
-0.26186609268188477,-0.044539451599121094
-0.26282525062561035,-0.044648170471191406
-0.26334118843078613,-0.04402589797973633
-0.2655599117279053,-0.044584035873413086
-0.25928807258605957,-0.042612552642822266
-0.265364408493042,-0.04509258270263672
-0.26808977127075195,-0.044669151306152344
-0.26231861114501953,-0.045120954513549805
-0.26491618156433105,-0.04420971870422363
-0.2673211097717285,-0.04485344886779785
-0.2611963748931885,-0.04499030113220215
-0.2681300640106201,-0.050084829330444336
-0.2666304111480713,-0.04269742965698242
-0.27100276947021484,-0.043215274810791016
-0.2675027847290039,-0.04495882987976074
-0.2668743133544922,-0.04340553283691406
-0.2674906253814697,-0.043938636779785156
-0.27036166191101074,-0.04356265068054199
-0.27093076705932617,-0.044388532638549805
-0.26325273513793945,-0.043784141540527344
-0.2645730972290039,-0.044446468353271484
-0.26560425758361816,-0.04401111602783203
-0.2654895782470703,-0.044268131256103516
-0.26291632652282715,-0.04351687431335449
-0.2582509517669678,-0.04294943809509277
-0.26526951789855957,-0.04680323600769043
-0.2601950168609619,-0.04384207725524902
-0.2684054374694824,-0.04370522499084473
-0.26914525032043457,-0.04420781135559082
-0.26618099212646484,-0.04457211494445801
-0.2667558193206787,-0.044823408126831055
-0.2570662498474121,-0.04359245300292969
-0.26524996757507324,-0.0464634895324707
-0.263164758682251,-0.0438532829284668
-0.25388193130493164,-0.041365623474121094
-0.2673814296722412,-0.044425010681152344
-0.2654693126678467,-0.04519343376159668
-0.26564478874206543,-0.04403209686279297
-0.26709556579589844,-0.04448676109313965
-0.2606055736541748,-0.04402923583984375
-0.2650179862976074,-0.045079708099365234
-0.2649712562561035,-0.044585227966308594
-0.2600729465484619,-0.044013023376464844
-0.26526927947998047,-0.04427313804626465
-0.2713286876678467,-0.04534554481506348
-0.26512932777404785,-0.04454159736633301
